<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
310324;210100;94.13;94.13;94.13;94.13;99
310324;210200;94.19;94.19;93.79;93.79;115.52766161
310324;210300;94.04;94.04;94.01;94.01;201
310324;210500;94.07;94.07;93.95;93.95;140
310324;210600;93.91;93.91;93.91;93.91;72
310324;210700;94;94;94;94;31.97642543
310324;210800;94;94;94;94;13.73905896
310324;210900;94;94;94;94;15.42138004
310324;211000;94;94;94;94;32.74759668
310324;211100;94;94;93.79;94;266.59527733
310324;211200;93.92;93.92;93.92;93.92;58
310324;211300;93.84;93.84;93.84;93.84;107
310324;211800;93.79;94.03;93.79;93.83;206.41662552
310324;212000;93.79;93.79;93.79;93.79;35.21975056
310324;212500;93.8;93.8;93.8;93.8;41.7793177
310324;213200;93.8;93.8;93.8;93.8;42.92731494
310324;213300;93.84;94.22;93.84;94.22;84.42198932
310324;213400;93.95;93.95;93.95;93.95;90
310324;213500;94.12;94.12;94.08;94.08;159
310324;213600;94.12;94.12;94.12;94.12;74
310324;213700;94.02;94.03;94.02;94.03;170
310324;213900;94.1;94.35;94.1;94.35;202.21310165
310324;214000;94.36;94.36;94.36;94.36;71
310324;214100;94.37;94.38;94.37;94.38;185
310324;214200;94.39;94.39;94.39;94.39;74
310324;214300;94.4;94.4;94.4;94.4;106
310324;214400;94.38;94.38;94.38;94.38;96
310324;214600;94.45;94.46;94.35;94.35;79.30371576
310324;214700;94.41;94.41;94.41;94.41;98
310324;214800;94.42;94.42;94.39;94.39;150
310324;215000;94.4;94.4;94.4;94.4;111
310324;215100;94.39;94.39;94.39;94.39;90
310324;215200;94.42;94.42;94.42;94.42;84
310324;215300;94.39;94.39;94.39;94.39;107
310324;215400;94.41;94.41;94.41;94.41;77
310324;215500;94.35;94.35;94.35;94.35;0.88914041
310324;215600;93.8;93.8;93.8;93.8;4.38869861
310324;215800;93.8;93.8;93.8;93.8;2.1064014
310324;215900;93.8;93.8;93.8;93.8;26.75357343
310324;220300;93.79;94.11;93.79;94.11;82.66
310324;220400;94.2;94.2;93.79;93.79;189.76500588
310324;220500;93.78;94.14;93.78;94.14;167.62492533
310324;220600;94;94;93.78;93.78;185.73795136
310324;220700;93.78;93.78;93.78;93.78;1973.4093997
310324;220900;94.04;94.04;94.04;94.04;80
310324;221000;94.17;94.17;94.17;94.17;89
310324;221100;94.14;94.14;94.14;94.14;66
310324;221200;94.1;94.1;94.02;94.02;186
310324;221300;94.16;94.16;94.16;94.16;84
310324;221400;94.1;94.1;94.1;94.1;72
310324;221500;94.08;94.24;94.08;94.24;195
310324;221600;93.76;94.08;93.76;94.08;102.02721119
310324;221700;94.18;94.18;94.18;94.18;99
310324;221800;93.96;94.15;93.96;94.15;168
310324;222000;94.08;94.08;94.08;94.08;87
310324;222100;93.95;93.95;93.92;93.92;198
310324;222200;93.88;93.88;93.88;93.88;95
310324;222300;94.01;94.06;93.76;94.06;1548.0372023
310324;222400;94.07;94.07;94.07;94.07;68
310324;222500;94.12;94.12;94.12;94.12;110
310324;222600;94.06;94.06;94.06;94.06;67
310324;222700;94.05;94.05;94.05;94.05;84
310324;222800;94.07;94.21;94.07;94.21;190
310324;222900;93.77;94.15;93.76;93.76;527.86685046
310324;223000;94;94;94;94;65
310324;223100;94.24;94.24;94.24;94.24;98
310324;223200;94;94;94;94;63
310324;223400;94.02;94.02;94.02;94.02;87
310324;223500;94.12;94.12;94.12;94.12;97
310324;223600;94.24;94.24;94.15;94.15;180
310324;223700;94.24;94.25;94.24;94.25;195
310324;223800;94.08;94.08;94.08;94.08;59
310324;223900;94.06;94.06;94.06;94.06;79
310324;224000;94.03;94.03;94.03;94.03;103
310324;224100;94.24;94.26;94.24;94.26;203
310324;224200;94.07;94.07;94.07;94.07;108
310324;224300;94.01;94.01;94.01;94.01;100
310324;224400;94.25;94.25;93.99;93.99;207
310324;224500;94.07;94.07;94.07;94.07;91
310324;224600;94.1;94.1;94.1;94.1;67
310324;224700;94.16;94.16;94.16;94.16;92
310324;224800;94.18;94.18;94.13;94.13;175
310324;224900;94.16;94.16;94.16;94.16;85
310324;225000;94.12;94.12;94.12;94.12;59
310324;225100;94.05;94.05;93.99;93.99;171
310324;225300;94;94;94;94;71
310324;225400;94.2;94.2;94.2;94.2;78
310324;225500;94;94.17;94;94.17;142
310324;225600;94.2;94.2;94.2;94.2;69
310324;225700;94.21;94.21;94.21;94.21;111
310324;225800;94.13;94.13;94.13;94.13;98
310324;225900;94.11;94.11;94.11;94.11;92
310324;230000;94.04;94.04;94.04;94.04;71
310324;230000;94.04;94.04;94.04;94.04;71
310324;230100;93.99;93.99;93.99;93.99;101
310324;230200;94.2;94.2;94.2;94.2;104
310324;230300;94.02;94.02;94.02;94.02;84
310324;230400;94.09;94.09;94.09;94.09;85
310324;230500;94.06;94.06;94.06;94.06;102
310324;230600;94.17;94.17;94.17;94.17;67
310324;230700;93.98;94.15;93.98;94.15;138
310324;230800;94.17;94.17;94.17;94.17;93
310324;230900;94.18;94.18;94.18;94.18;88
310324;231000;94.07;94.07;94.07;94.07;84
310324;231100;94.04;94.04;94.04;94.04;89
310324;231200;94.2;94.2;94.2;94.2;108
310324;231300;94.04;94.04;94.04;94.04;80
310324;231400;94.09;94.09;94.09;94.09;94
310324;231500;94.24;94.24;94.24;94.24;74
310324;231600;94.03;94.03;94.03;94.03;82
310324;231700;94.18;94.18;94.18;94.18;70
310324;231800;94.03;94.09;94.03;94.09;180
310324;231900;94.16;94.16;94.16;94.16;112
310324;232000;94.25;94.25;94.25;94.25;69
310324;232100;94.22;94.22;94.22;94.22;97
310324;232200;94.07;94.07;94.07;94.07;79
310324;232300;94.06;94.06;94.06;94.06;74
310324;232400;94.23;94.23;94.23;94.23;68
310324;232500;94.21;94.21;94.21;94.21;93
310324;232600;94.25;94.25;94.25;94.25;84
310324;232700;93.98;93.98;93.98;93.98;72
310324;232800;94.03;94.16;94.03;94.16;156
310324;232900;94.22;94.22;94.22;94.22;86
310324;233000;94.05;94.05;94.02;94.02;181
310324;233100;94.1;94.1;94.1;94.1;57
310324;233200;94.12;94.12;93.76;93.76;152.0530156
310324;233300;93.97;93.97;93.76;93.76;553.93619757
310324;233400;94.24;94.24;94.24;94.24;74
310324;233500;93.94;94.04;93.94;94.04;169
310324;233600;94.01;94.01;94.01;94.01;67
310324;233700;94.45;94.45;94.45;94.45;129.50654487
310324;233800;94.08;94.08;94.04;94.04;150
310324;233900;94.11;94.11;94.11;94.11;81
310324;234000;94;94;94;94;95
310324;234100;93.94;93.94;93.94;93.94;98
310324;234200;94.02;94.02;94.02;94.02;84
310324;234300;94.07;94.07;94.02;94.02;165
310324;234400;93.99;93.99;93.99;93.99;94
310324;234500;93.98;94;93.98;94;177
310324;234600;94.05;94.05;94.05;94.05;83
310324;234700;93.97;93.97;93.97;93.97;76
310324;234800;94.01;94.01;94.01;94.01;90
310324;234900;94.15;94.15;94.15;94.15;93
310324;235000;94.01;94.01;93.99;93.99;199
310324;235100;93.77;94.25;93.76;94.16;696.26683283
310324;235200;93.98;93.98;93.98;93.98;81
310324;235400;93.99;93.99;93.99;93.99;101
310324;235500;94.11;94.11;93.93;93.93;160
310324;235600;94.03;94.03;94.03;94.03;71
310324;235700;94.07;94.07;94.03;94.03;140
310324;235800;93.9;93.9;93.9;93.9;80
010424;000000;94.17;94.17;94.17;94.17;61
010424;000000;94.17;94.17;94.17;94.17;61
010424;000100;93.96;93.96;93.96;93.96;69
010424;000200;93.97;93.97;93.97;93.97;90
010424;000300;94;94;94;94;74
010424;000400;93.92;93.92;93.92;93.92;111
010424;000500;94.08;94.08;94.08;94.08;85
010424;000600;94.01;94.01;94.01;94.01;79
010424;000700;93.98;93.98;93.98;93.98;76
010424;000800;94.15;94.15;94.15;94.15;108
010424;000900;94.12;94.12;94.04;94.04;167
010424;001100;94.22;94.22;94.22;94.22;74
010424;001200;94.15;94.15;94.15;94.15;84
010424;001300;94.2;94.2;94.2;94.2;91
010424;001400;93.98;93.98;93.98;93.98;79
010424;001500;93.96;94.11;93.96;94.11;158
010424;001600;94.18;94.18;94.18;94.18;110
010424;001800;94.18;94.18;94.18;94.18;111
010424;001900;94.12;94.12;94;94.03;252.81073524
010424;002200;94.13;94.18;94.13;94.18;149
010424;002300;94.16;94.16;94.16;94.16;79
010424;002400;94.08;94.08;94.04;94.04;181
010424;002500;94.19;94.19;94.19;94.19;67
010424;002700;94.1;94.1;94.1;94.1;70
010424;002800;94.12;94.12;94.12;94.12;79
010424;002900;94.01;94.01;94.01;94.01;146.30031651
010424;003200;94.16;94.16;94.16;94.16;67
010424;003300;94.08;94.08;94.05;94.05;180
010424;003400;94.16;94.16;94.16;94.16;61
010424;003500;94.25;94.25;94.17;94.17;191
010424;003700;94.16;94.16;94.16;94.16;70
010424;003800;94.17;94.23;94;94.23;368.2619216
010424;003900;94.21;94.21;94.21;94.21;107
010424;004000;94.22;94.22;94.22;94.22;81
010424;004100;94.25;94.25;94.25;94.25;104
010424;004200;94.16;94.16;94.16;94.16;108
010424;004300;94.14;94.19;94.14;94.19;154
010424;004500;94.31;94.31;94.31;94.31;68
010424;004700;94.33;94.33;94.19;94.19;136
010424;004800;94.22;94.22;94.22;94.22;111
010424;004900;94.19;94.21;94.19;94.21;169
010424;005000;94.33;94.33;94.33;94.33;88
010424;005100;94.13;94.13;94.13;94.13;95
010424;005200;94.12;94.12;94.12;94.12;73
010424;005300;94.24;94.24;94.24;94.24;75
010424;005400;94.17;94.17;94.17;94.17;59
010424;005500;94.05;94.16;94.05;94.16;131
010424;005600;94.12;94.12;94.12;94.12;99
010424;005700;94;94.18;94;94.18;150.9697317
010424;005900;94.08;94.08;94.08;94.08;105
010424;010000;94.04;94.04;94.04;94.04;62
010424;010000;94.04;94.04;94.04;94.04;62
010424;010100;94.15;94.15;94;94;107.01188684
010424;010200;94.23;94.23;94.1;94.1;100.53076318
010424;010300;94.22;94.22;94.22;94.22;108
010424;010400;94.1;94.1;94.1;94.1;79
010424;010500;94.07;94.07;94.07;94.07;69
010424;010600;94.16;94.16;94.16;94.16;102
010424;010700;94.11;94.11;94.11;94.11;61
010424;010800;94.13;94.13;94.13;94.13;86
010424;011000;94.13;94.13;94.13;94.13;79
010424;011100;94.11;94.27;94.11;94.27;210
010424;011200;94;94.21;94;94.21;60.62540649
010424;011300;94.18;94.18;94.14;94.14;198
010424;011500;94.13;94.13;94.13;94.13;60
010424;011600;94.07;94.07;94.07;94.07;74
010424;011700;94.17;94.17;94.17;94.17;97
010424;011800;94.14;94.14;94.14;94.14;102
010424;011900;94.02;94.2;94.02;94.2;142
010424;012000;94.3;94.3;94.3;94.3;107
010424;012100;94.22;94.22;94.21;94.21;212
010424;012300;94;94;93.76;93.76;31.77799936
010424;012400;94.09;94.09;93.9;93.9;195
010424;012500;93.95;93.95;93.95;93.95;95
010424;012600;93.91;93.91;93.91;93.91;73
010424;012700;93.99;93.99;93.99;93.99;67
010424;012800;94.01;94.01;94;94;169
010424;012900;94.13;94.13;94.13;94.13;72
010424;013000;94.04;94.04;94.04;94.04;122
010424;013100;94.01;94.01;94.01;94.01;90
010424;013200;93.99;93.99;93.99;93.99;83
010424;013300;94.09;94.09;94.09;94.09;80
010424;013400;94.2;94.2;94.2;94.2;98
010424;013600;94.12;94.14;94.12;94.14;166
010424;013700;94.2;94.2;94.2;94.2;70
010424;013900;94.11;94.11;93.76;94.06;277.97301498
010424;014100;94.18;94.18;93.99;93.99;162
010424;014200;94.03;94.03;94.03;94.03;97
010424;014300;94.25;94.25;94.25;94.25;61
010424;014400;94.01;94.01;94.01;94.01;78
010424;014500;94.17;94.17;93.76;94.11;187.10578976
010424;014600;94.01;94.01;94.01;94.01;106
010424;014700;93.96;94.14;93.96;94.14;172
010424;014800;94.02;94.02;94.02;94.02;58
010424;014900;94.08;94.08;94.08;94.08;73
010424;015000;94.05;94.05;93.9;93.9;167
010424;015100;94.02;94.02;94.02;94.02;59
010424;015200;94.04;94.04;94.03;94.03;166
010424;015300;94.13;94.13;94.13;94.13;99
010424;015400;93.92;93.92;93.92;93.92;58
010424;015700;93.99;93.99;93.89;93.89;138
010424;015900;94.07;94.07;94.07;94.07;174
010424;020000;94.07;94.07;94.07;94.07;87
010424;020000;94.07;94.07;94.07;94.07;87
010424;020100;94.09;94.09;94.09;94.09;94
010424;020200;94.15;94.15;94.15;94.15;99
010424;020300;94.09;94.09;94.09;94.09;81
010424;020400;93.95;93.95;93.95;93.95;107
010424;020700;94;94;94;94;83
010424;020900;94.11;94.11;94.11;94.11;111
010424;021000;94.03;94.03;94.03;94.03;57
010424;021100;94.1;94.1;94.1;94.1;80
010424;021200;94.12;94.12;94.02;94.02;144
010424;021300;94.21;94.21;94.21;94.21;64
010424;021400;94.18;94.18;94.18;94.18;66
010424;021500;94.04;94.04;93.96;93.96;163
010424;021700;94.05;94.05;94.05;94.05;96
010424;021800;94.14;94.14;94.14;94.14;59
010424;021900;93.98;93.98;93.98;93.98;81
010424;022000;94.03;94.03;94.03;94.03;69
010424;022100;94.01;94.01;94.01;94.01;78
010424;022200;94.04;94.04;94.01;94.01;169
010424;022500;94.15;94.15;94.15;94.15;85
010424;022600;94.15;94.15;94.15;94.15;73
010424;022700;94.04;94.04;94.04;94.04;110
010424;022800;94.05;94.05;94.05;94.05;82
010424;023000;93.99;93.99;93.99;93.99;409.89998936
010424;023200;93.8;93.99;93.77;93.99;162.04885945
010424;023300;93.91;94.18;93.91;94.18;171
010424;023400;93.78;94.21;93.78;94.21;152.19305078
010424;023500;94.15;94.15;94.15;94.15;94
010424;023600;94.14;94.14;94.14;94.14;68
010424;023800;94.11;94.26;94.11;94.26;185
010424;023900;94.15;94.15;94.15;94.15;66
010424;024000;94.19;94.23;94.19;94.23;147
010424;024100;94.14;94.14;94.14;94.14;90
010424;024200;93.96;93.96;93.96;93.96;106
010424;024300;94.17;94.17;94.14;94.14;132
010424;024400;94.08;94.08;93.76;93.77;188.5086678
010424;024500;94.14;94.14;94.14;94.14;91
010424;024600;94.12;94.12;94.12;94.12;99
010424;024700;94.08;94.08;94.08;94.08;64
010424;024800;94.15;94.15;94.15;94.15;111
010424;024900;94.09;94.09;94.09;94.09;85
010424;025000;94.1;94.1;94;94;65.12829959
010424;025100;94.21;94.21;94.21;94.21;105
010424;025200;94.11;94.11;94.11;94.11;69
010424;025300;94;94.09;94;94;106.3834666
010424;025400;94.18;94.18;94.18;94.18;111
010424;025500;94.19;94.19;94.19;94.19;87
010424;025600;94.21;94.21;94.21;94.21;102
010424;025700;94.18;94.18;94.18;94.18;90
010424;025800;94.13;94.18;94.13;94.18;136
010424;025900;94.13;94.28;94.13;94.28;160
010424;030000;94.13;94.13;94.13;94.13;103
010424;030000;94.13;94.13;94.13;94.13;103
010424;030100;94.16;94.17;94.16;94.17;194
010424;030200;94.2;94.2;94.2;94.2;79
010424;030300;94.17;94.17;94.17;94.17;69
010424;030400;94;94.17;94;94.17;86.84677078
010424;030500;94.14;94.18;94.14;94.18;175
010424;030700;94.14;94.14;94.14;94.14;110
010424;030800;94.13;94.27;94.13;94.27;200
010424;031000;94.25;94.25;94.25;94.25;88
010424;031200;94.17;94.17;94.17;94.17;91
010424;031300;94.25;94.25;94.23;94.23;159
010424;031400;94.24;94.24;94.24;94.24;58
010424;031500;94.21;94.21;94.21;94.21;86
010424;031600;94.27;94.27;94.27;94.27;105
010424;031800;94.19;94.19;94.19;94.19;70
010424;031900;94.28;94.28;94.28;94.28;78
010424;032000;94.26;94.26;94.26;94.26;102
010424;032100;94.25;94.25;93.77;93.92;224.54190968
010424;032200;94.19;94.19;94.19;94.19;70
010424;032300;94.17;94.17;94.17;94.17;101
010424;032500;94.21;94.21;94.09;94.09;170
010424;032600;94.15;94.15;94.15;94.15;98
010424;032700;94.18;94.18;93.77;93.77;263.05693925
010424;032800;94.22;94.22;94.22;94.22;98
010424;032900;93.97;93.97;93.97;93.97;98
010424;033000;94.02;94.02;94.02;94.02;106
010424;033100;94.43;94.43;94.43;94.43;60.6410593
010424;033300;94.18;94.44;94.18;94.21;198.76482423
010424;033400;94.16;94.16;94.16;94.16;96
010424;033500;94.11;94.17;94.11;94.17;147
010424;033600;94.16;94.16;94.16;94.16;60
010424;033800;94.16;94.16;94.16;94.16;96
010424;033900;94.2;94.2;94.2;94.2;104
010424;034000;94.08;94.08;94.08;94.08;59
010424;034300;93.99;93.99;93.99;93.99;104
010424;034400;94.18;94.18;94.18;94.18;86
010424;034600;94.13;94.13;94.13;94.13;83
010424;034700;94.16;94.16;94.16;94.16;111
010424;034800;94.13;94.13;94.13;94.13;89
010424;034900;94.02;94.02;94.02;94.02;72
010424;035000;94.09;94.09;94.09;94.09;107
010424;035100;93.98;93.98;93.98;93.98;66
010424;035200;94.08;94.08;94.08;94.08;78
010424;035300;94.02;94.02;94.02;94.02;58
010424;035400;94.19;94.19;94.19;94.19;112
010424;035500;94.16;94.16;94.14;94.14;170
010424;035600;94.13;94.13;94.13;94.13;83
010424;035700;94.03;94.03;94.02;94.02;163
010424;035800;94.08;94.08;94.08;94.08;86
010424;035900;94.21;94.21;94.02;94.02;212
010424;040000;94;94;94;94;73
010424;040000;94;94;94;94;73
010424;040100;94.21;94.21;94.21;94.21;90
010424;040300;94.17;94.17;94.04;94.04;149
010424;040500;94.21;94.21;94.06;94.06;170
010424;040600;94.05;94.05;94.05;94.05;58
010424;040700;93.9;93.9;93.9;93.9;94
010424;040900;93.87;93.87;93.87;93.87;103
010424;041000;93.91;93.99;93.91;93.99;323.37013685
010424;041100;93.9;93.9;93.9;93.9;97
010424;041200;93.94;93.94;93.94;93.94;102
010424;041300;93.88;93.88;93.88;93.88;109
010424;041400;93.88;93.9;93.88;93.9;166
010424;041600;94;94;94;94;57
010424;041700;94.11;94.13;94.11;94.13;158
010424;041800;94.11;94.11;94.11;94.11;83
010424;041900;94.13;94.13;94.13;94.13;84
010424;042000;93.81;93.83;93.81;93.83;28.9290822
010424;042200;93.8;94.05;93.8;94.05;163
010424;042300;94.07;94.07;94.07;94.07;87
010424;042400;94.01;94.07;94.01;94.07;177
010424;042500;94.09;94.09;94.09;94.09;97
010424;042600;94.05;94.05;94.05;94.05;71
010424;042700;93.98;93.98;93.98;93.98;91
010424;042800;94.02;94.12;93.8;93.8;160.82510502
010424;042900;94.19;94.19;94.19;94.19;65
010424;043000;94.17;94.17;94.01;94.01;184
010424;043100;94.19;94.19;94.19;94.19;68
010424;043200;94.03;94.03;94.03;94.03;83
010424;043400;93.99;94.02;93.99;94.02;163
010424;043500;94.11;94.11;94.11;94.11;87
010424;043600;93.8;94.02;93.8;94.02;205.151557
010424;043700;94.02;94.15;94.02;94.15;202
010424;043900;94.13;94.13;94.13;94.13;62
010424;044000;94.06;94.17;94.06;94.17;169
010424;044100;94.04;94.04;94.04;94.04;78
010424;044200;93.99;93.99;93.99;93.99;85
010424;044300;93.98;94.06;93.98;94.06;142
010424;044400;94.2;94.2;94.2;94.2;67
010424;044500;94.1;94.1;94.1;94.1;62
010424;044600;94.39;94.49;94.21;94.21;1125.16518518
010424;044700;93.8;94.46;93.8;94.46;50.22840812
010424;044800;94.11;94.11;94.11;94.11;91
010424;044900;94.04;94.23;94.04;94.23;163
010424;045000;93.79;93.79;93.79;93.79;6.95349177
010424;045100;94.02;94.24;94.02;94.24;172
010424;045400;94.06;94.06;94.06;94.06;57
010424;045500;94.21;94.21;94.15;94.15;200
010424;045600;94.03;94.03;94.03;94.03;80
010424;045700;94.06;94.06;94.06;94.06;79
010424;045800;94.17;94.17;94.17;94.17;94
010424;045900;94.16;94.24;94.16;94.24;146
010424;050000;94.1;94.1;94.1;94.1;68
010424;050000;94.1;94.1;94.1;94.1;68
010424;050100;94.1;94.1;94.1;94.1;96
010424;050200;94.01;94.01;94.01;94.01;85
010424;050300;94.12;94.12;94.12;94.12;91
010424;050400;94.13;94.13;94.13;94.13;98
010424;050600;94.16;94.25;94.15;94.25;103.5656288
010424;050700;94.25;94.28;94.25;94.28;159
010424;050800;94.15;94.32;94.15;94.32;112.96504495
010424;050900;94.15;94.34;94.15;94.34;100.63234924
010424;051000;94.29;94.29;94.15;94.15;128.28038983
010424;051100;94.25;94.25;94.25;94.25;109
010424;051200;94.29;94.29;94.29;94.29;78
010424;051300;94.15;94.15;94.12;94.12;153.95442856
010424;051400;93.98;93.98;93.98;93.98;100
010424;051500;94.05;94.05;94.05;94.05;104
010424;051600;94.18;94.18;94.05;94.05;181
010424;051700;94.12;94.12;94.12;94.12;92
010424;051800;94.12;94.12;94.12;94.12;80
010424;052000;94.36;94.48;94.11;94.11;973.63464341
010424;052100;94.3;94.3;94.3;94.3;76
010424;052200;94.15;94.15;94.13;94.13;177
010424;052300;94.14;94.14;94.14;94.14;56
010424;052400;94.27;94.27;94.27;94.27;82
010424;052500;94.14;94.31;94.14;94.31;111.34860876
010424;052700;94.32;94.32;94.32;94.32;89
010424;052800;94.47;94.48;94.06;94.06;118.6621559
010424;052900;94.13;94.13;94.13;94.13;102
010424;053000;94.32;94.32;94.07;94.07;144
010424;053100;94.22;94.22;94.22;94.22;80
010424;053200;93.94;93.94;93.94;93.94;200.19607011
010424;053300;93.93;93.93;93.93;93.93;619.58053933
010424;053500;93.86;93.86;93.86;93.86;78
010424;053600;93.87;93.87;93.87;93.87;95
010424;053700;93.84;93.93;93.84;93.85;237.08985414
010424;053800;93.89;93.93;93.89;93.93;72.46200178
010424;053900;93.87;93.87;93.87;93.87;82
010424;054000;93.94;93.94;93.87;93.94;470.75843991
010424;054100;93.91;93.94;93.87;93.87;245.30476148
010424;054200;93.86;93.86;93.86;93.86;100
010424;054300;94.12;94.12;93.8;93.8;211.10156202
010424;054400;93.97;93.97;93.97;93.97;111
010424;054500;93.91;93.91;93.91;93.91;90
010424;054600;94.25;94.25;94.25;94.25;56
010424;054700;94.21;94.21;94.21;94.21;91
010424;054800;94.48;94.49;94.1;94.49;3982.05516054
010424;054900;94.49;94.49;94.49;94.49;5.64782027
010424;055000;94.49;94.9;94.35;94.9;3515.15818501
010424;055100;94.64;94.64;94.64;94.64;73
010424;055200;94.7;94.7;94.41;94.7;624.40705285
010424;055300;94.7;94.7;94.19;94.7;368.96291739
010424;055400;94.47;94.47;94.41;94.41;149
010424;055500;94.3;94.3;94.3;94.3;92
010424;055600;94.41;94.41;94.41;94.41;98
010424;055700;94.18;94.7;94.18;94.7;479.43538064
010424;055800;94.52;94.52;94.52;94.52;82
010424;055900;94.41;94.41;94.41;94.41;95
010424;060000;94.7;94.7;94.27;94.27;246.29568725
010424;060000;94.7;94.7;94.27;94.27;246.29568725
010424;060100;94.27;94.27;94.27;94.27;81
010424;060200;94.7;94.7;94.44;94.7;70.5460912
010424;060300;94.26;94.3;94.26;94.3;107.90137857
010424;060400;94.3;94.3;94.28;94.28;112.77774885
010424;060500;94.26;94.3;94.26;94.3;93.3207948
010424;060600;94.3;94.7;94.09;94.7;119.87685529
010424;060700;94.49;94.55;94.49;94.55;174
010424;060800;94.33;94.33;94.33;94.33;82
010424;060900;94.33;94.33;94.33;94.33;99
010424;061000;94.57;94.57;94.57;94.57;71
010424;061100;94.38;94.38;94.38;94.38;87
010424;061200;94.42;94.42;94.42;94.42;68
010424;061300;94.5;94.5;94.5;94.5;101
010424;061400;94.56;94.56;94.56;94.56;94
010424;061500;94.53;94.53;94.53;94.53;8.38732502
010424;061600;94.56;94.56;94.56;94.56;60
010424;061700;94.55;94.57;94.55;94.57;137
010424;061800;94.57;94.57;94.57;94.57;103
010424;061900;94.56;94.56;94.56;94.56;109
010424;062000;94.55;94.55;94.55;94.55;110
010424;062100;94.55;94.55;94.55;94.55;107
010424;062200;94.54;94.54;94.53;94.53;118.97399786
010424;062300;94.53;94.57;94.53;94.54;105.96787623
010424;062400;94.54;94.56;94.54;94.56;119
010424;062500;94.56;94.7;94.56;94.7;1123.3933883
010424;062600;94.7;94.7;94.32;94.52;189.99121527
010424;062800;94.56;94.56;94.5;94.5;159
010424;062900;94.23;94.23;94.23;94.23;79
010424;063000;94.46;94.69;94.46;94.69;81.57941173
010424;063100;94.51;94.51;94.51;94.51;98
010424;063300;94.41;94.41;94.41;94.41;56
010424;063600;94.52;94.69;94.47;94.47;196.95656673
010424;063700;94.51;94.51;94.51;94.51;73
010424;063800;94.47;94.47;94.47;94.47;97
010424;063900;94.45;94.49;94.45;94.49;154
010424;064000;94.4;94.4;94.4;94.4;101
010424;064100;94.45;94.45;94.45;94.45;60
010424;064200;94.46;94.46;94.46;94.46;69
010424;064300;94.41;94.41;94.41;94.41;63
010424;064400;94.41;94.41;94.41;94.41;85
010424;064500;94.41;94.41;94.41;94.41;59
010424;064600;94.41;94.41;94.41;94.41;93
010424;064700;94.45;94.48;94.45;94.48;171
010424;064800;94.4;94.4;94.4;94.4;63
010424;064900;94.41;94.41;94.41;94.41;112
010424;065000;94.6;94.6;94.49;94.49;140.33847555
010424;065100;94.55;94.55;94.55;94.55;84
010424;065200;94.49;94.49;94.49;94.49;72
010424;065300;94.57;94.57;94.55;94.55;169
010424;065400;94.6;94.6;94.52;94.52;415.48756241
010424;065500;94.6;94.6;94.6;94.6;415.51894276
010424;065600;94.42;94.6;94.42;94.6;264.75696652
010424;065700;94.51;94.51;94.49;94.49;171
010424;065800;94.41;94.6;94.41;94.6;111.90926791
010424;065900;94.6;94.6;94.46;94.46;100.93511848
010424;070000;94.4;94.4;94.4;94.4;87
010424;070000;94.4;94.4;94.4;94.4;87
010424;070100;94.35;94.35;94.35;94.35;102
010424;070200;94.47;94.6;94.47;94.48;440.82029573
010424;070300;94.39;94.39;94.39;94.39;90
010424;070400;94.6;94.68;94.24;94.68;673.27797947
010424;070500;94.68;94.68;94.24;94.68;498.81055289
010424;070600;94.52;94.52;94.24;94.24;177.44102335
010424;070700;94.49;94.49;94.49;94.49;106
010424;070800;94.38;94.54;94.38;94.54;153
010424;070900;94.49;94.49;94.49;94.49;75
010424;071000;94.55;94.55;94.24;94.25;289.33186539
010424;071100;94.33;94.52;94.33;94.52;94.20857931
010424;071300;94.57;94.57;94.57;94.57;85
010424;071400;94.48;94.48;94.48;94.48;101
010424;071500;94.54;94.6;94.54;94.6;172
010424;071600;94.61;94.61;94.61;94.61;86
010424;071700;94.61;94.61;94.61;94.61;61
010424;071800;94.56;94.56;94.56;94.56;59
010424;071900;94.68;94.68;94.68;94.68;17.47462524
010424;072500;94.67;94.67;94.67;94.67;18.32657143
010424;072600;94.67;94.68;94.67;94.68;112.770041
010424;072700;94.42;94.42;94.42;94.42;64
010424;072800;94.51;94.51;94.51;94.51;72
010424;072900;94.56;94.56;94.56;94.56;95
010424;073000;94.5;94.5;94.5;94.5;88
010424;073100;94.48;94.48;94.47;94.47;303.76394509
010424;073200;94.29;94.38;94.29;94.38;202
010424;073300;94.68;94.68;94.68;94.68;109.84368398
010424;073400;94.68;94.68;94.68;94.68;50.96113223
010424;073500;94.54;94.54;94.54;94.54;59
010424;073600;94.25;94.38;94.25;94.38;63
010424;073700;94.4;94.4;94.37;94.37;120
010424;073800;94.47;94.47;94.47;94.47;56
010424;073900;94.25;94.4;94.24;94.4;311.26741759
010424;074000;94.49;94.49;94.49;94.49;85
010424;074200;94.38;94.38;94.38;94.38;90
010424;074300;94.44;94.44;94.44;94.44;111
010424;074400;94.48;94.48;94.43;94.43;214
010424;074500;94.45;94.45;94.45;94.45;84
010424;074600;94.53;94.53;94.5;94.5;204
010424;074800;94.5;94.5;94.5;94.5;72
010424;074900;94.49;94.49;94.44;94.44;138
010424;075000;94.37;94.37;94.37;94.37;100
010424;075100;94.53;94.53;94.4;94.4;164
010424;075200;94.38;94.38;94.38;94.38;71
010424;075300;94.41;94.41;94.37;94.37;126
