<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
010424;110400;92.3375;92.345;92.33;92.33;1956000
010424;110500;92.33;92.34;92.33;92.3375;5871000
010424;110600;92.3325;92.34;92.3275;92.34;1235000
010424;110700;92.34;92.3475;92.3325;92.3325;1516000
010424;110800;92.3375;92.3425;92.32;92.3425;2233000
010424;110900;92.335;92.345;92.3275;92.3325;2711000
010424;111000;92.3375;92.34;92.3275;92.3325;1689000
010424;111100;92.335;92.3375;92.3275;92.3325;1119000
010424;111200;92.33;92.3325;92.3125;92.325;1731000
010424;111300;92.3325;92.34;92.3275;92.34;1115000
010424;111400;92.34;92.3475;92.335;92.345;2042000
010424;111500;92.3475;92.355;92.3325;92.335;1860000
010424;111600;92.335;92.335;92.3175;92.3275;1572000
010424;111700;92.3275;92.3325;92.32;92.3225;1789000
010424;111800;92.3275;92.3325;92.3225;92.3225;2234000
010424;111900;92.33;92.3375;92.32;92.3375;2024000
010424;112000;92.34;92.35;92.3375;92.345;1548000
010424;112100;92.3475;92.3575;92.34;92.3475;2120000
010424;112200;92.3475;92.35;92.3225;92.3225;2911000
010424;112300;92.3225;92.34;92.32;92.3375;1029000
